species,label,sst_z,chl_log_z,front_z,lat,lon,block
狗母魚,1,-0.6018636179062932,0.5247856844341106,3.1771026975253216,24.76,120.84,41_201
狗母魚,1,-0.6095900145168038,1.0207030465160045,0.6540943318214847,24.16,120.36,40_200
狗母魚,1,-0.6520851958746098,-0.14301000009039108,3.664935130773194,24.68,120.72,41_201
狗母魚,1,-0.8838770941899157,-0.348422295609654,-1.4547646244062942,24.68,120.68,41_201
狗母魚,1,-0.8993298874109364,0.7826332096759026,-0.8957899613097745,24.24,119.84,40_199
狗母魚,1,-0.8529715077478749,-0.03301699325635673,-0.8094029679221304,24.76,120.76,41_201
狗母魚,1,-0.7872971365585382,0.6964462342794958,-0.9135755187719364,24.24,119.88,40_199
狗母魚,1,-0.8375187145268548,0.647485270900262,1.9422768508666461,25.2,121.36,42_202
狗母魚,1,-0.14986941619144634,0.3886326082189266,-0.9796361607742524,24.24,120.4,40_200
狗母魚,1,-0.40484050433828306,0.9776292822978289,0.7862156158261168,24.24,120.44,40_200
狗母魚,1,-0.9418250687687423,-0.19437853579942044,-1.2032260260128602,24.6,120.4,41_200
狗母魚,1,-0.6984435755376707,-0.23335041216013766,0.4203412908902129,25.2,121.92,42_203
狗母魚,1,0.12441766348166618,-0.00172341627094284,-0.09798066943565074,25.2,122.04,42_203
狗母魚,1,-0.8916034908004257,1.087435545383891,-1.1625733232422042,24.16,119.84,40_199
狗母魚,1,1.202249990647839,-0.3280331084724948,0.14085395934195305,24.6,122.92,41_204
狗母魚,1,-0.7641179467270074,0.43114221127567726,-0.10560305120514875,24.4,120.16,40_200
狗母魚,1,-0.9379618704634873,0.41307680419546333,-0.27837703798043684,24.04,119.8,40_199
狗母魚,1,-0.9611410602950174,0.06405343912020228,-1.0507783906229005,24.48,120.28,40_200
狗母魚,1,-0.7138963687586914,0.6789100765720806,-0.9034123430792724,24.28,119.92,40_199
狗母魚,1,-0.5516420399379772,-0.09915409686606136,1.6068920530087345,25.12,121.96,41_203
狗母魚,1,-0.5284628501064464,-0.05798954804903673,-0.08527669981982074,24.48,120.56,40_200
狗母魚,1,-0.389387711117263,0.22685094519272378,2.6892702642774493,24.48,120.6,40_200
狗母魚,1,-0.2773549602648654,1.2134675439496478,-0.5858131026835226,24.04,120.28,40_200
狗母魚,1,-1.0345418280948648,0.07940391243721322,-1.1295430022410462,24.8,120.4,41_200
狗母魚,1,-0.7525283518112423,0.562611298615669,-1.0304520392375724,24.12,120.0,40_200
狗母魚,1,-0.39325090942251734,1.0233529740508158,2.048990195639618,25.04,121.0,41_201
狗母魚,1,-0.86456110266364,-0.07771565122615208,-0.11576622689781275,24.96,120.72,41_201
狗母魚,1,-0.9765938535160382,0.20018071129506215,-1.0126664817754103,24.88,120.52,41_200
狗母魚,1,-0.625042807737824,-0.22076462356460902,-0.7280975623808186,24.56,120.6,40_200
狗母魚,1,-0.6134532128220589,0.07558156322417536,1.4849339446967664,24.88,120.88,41_201
狗母魚,1,-0.9379618704634873,0.6654047989508337,-0.9974217182364143,24.2,119.88,40_199
狗母魚,1,-0.8838770941899157,0.6003588265302187,-0.8144845557684625,24.2,119.92,40_199
狗母魚,1,-0.5400524450222115,0.05890014158715313,-0.5349972242202027,24.8,120.8,41_201
狗母魚,1,-0.40484050433828306,1.3352568165741872,2.2674984730318943,24.12,120.36,40_200
狗母魚,1,-0.617316411127314,0.559876914520917,-0.7433423259198145,24.2,120.04,40_200
狗母魚,1,-0.6675379890956298,-0.14152647648661434,1.9016241480959901,24.64,120.68,41_201
狗母魚,1,-0.6945803772324156,0.0908106333510096,-0.9897993364669164,24.72,120.64,41_201
狗母魚,1,-0.7138963687586914,0.7558001189647812,0.5041874903546909,24.2,119.8,40_199
狗母魚,1,-0.7332123602849665,0.4171109132466456,-1.1193798265483823,24.72,120.72,41_201
狗母魚,1,-0.7332123602849665,0.6328143519564697,-0.019216057817505,24.2,119.96,40_199
狗母魚,1,-0.9611410602950174,0.9026158288020599,0.02905902672264902,24.24,119.8,40_199
狗母魚,1,-0.4821044704433855,0.257543696375684,0.6134416290508287,24.2,120.32,40_200
狗母魚,1,-0.18077500263348784,0.3363383325459774,-0.3495192678290847,24.2,120.36,40_200
狗母魚,1,-0.7409387568954773,0.2996648583098226,-1.1397061779337103,24.28,120.08,40_200
狗母魚,0,1.3490515262475324,-1.5200037560279331,-0.024297645663837002,24.28,123.28,40_205
狗母魚,0,-1.4826728315044566,0.20368749594307398,-0.42828387944723073,25.6,120.16,42_200
狗母魚,0,0.402567941460033,0.12696452213326972,0.9310408694465785,26.28,122.24,43_203
狗母魚,0,-0.8491083094426198,0.7268344886183481,-0.5756499269908586,24.4,119.96,40_199
狗母魚,0,-0.6945803772324156,0.0908106333510096,-0.9897993364669164,24.72,120.64,41_201
狗母魚,0,0.22872401772355375,-0.2897405686287435,-0.3723864131375787,25.52,122.56,42_204
狗母魚,0,1.1327124211532473,-0.12971283105308998,0.7481037069786267,26.16,122.36,43_203
狗母魚,0,-1.4092720637046092,0.29638380403690817,-1.1193798265483823,25.44,120.12,42_200
狗母魚,0,-1.3629136840415483,1.02995659827363,-1.1778180867812003,24.8,119.92,41_199
狗母魚,0,-0.6907171789271607,-0.04406263104782102,-0.29870338936576485,25.52,121.16,42_201
狗母魚,0,-0.30439734840165117,0.46758176709407717,-0.6163026297615146,24.12,120.16,40_200
狗母魚,0,-0.8877402924951707,0.06533889545899238,-0.07003193628082474,25.12,120.8,41_201
狗母魚,0,0.5339166838387064,-1.1103188260231325,-0.6772816839174985,24.84,123.12,41_205
狗母魚,0,-1.6951487382934867,1.9233202708397925,3.9749119893994456,26.28,119.84,43_199
狗母魚,0,-1.8728558603352217,1.3689917250174746,0.5346770174326829,26.0,120.12,43_200
狗母魚,0,1.6117490110048793,-1.2439124182487091,0.2221593648832651,24.4,122.52,40_204
狗母魚,0,1.047722058437634,0.10337999120556007,-1.0558599784692324,25.0,123.16,41_205
狗母魚,0,0.3291671736601856,-0.5247420211749538,-1.0634823602387302,26.0,123.2,43_205
狗母魚,0,-1.247017734883895,0.14774488210632092,-0.6290065993773445,24.84,120.16,41_200
狗母魚,0,0.3909783465442673,0.10712956518876142,-0.9440650458499285,25.48,122.4,42_204
狗母魚,0,-1.007499439958079,0.07940391243721322,-1.2692866680151764,24.4,120.24,40_200
狗母魚,0,0.3600727601022271,-1.259906049047418,0.8319499064431047,24.12,123.32,40_205
狗母魚,0,-1.6874223416829768,0.2371545092385248,-0.7382607380734826,25.6,120.32,42_200
狗母魚,0,-0.8452451111373648,0.9247524862464436,-1.350592073556488,24.56,119.92,40_199
狗母魚,0,-0.3198501416226713,2.505462003907591,-0.9364426640804305,26.32,121.6,43_202
狗母魚,0,-1.2277017433576198,0.9233345086153169,-1.4420606547904642,24.76,119.88,41_199
狗母魚,0,-1.270196924715426,0.7888750782848448,-1.33026572217116,25.68,120.08,42_200
狗母魚,0,-0.5709580314642523,0.07813091975780317,-0.9237386944646004,24.96,120.6,41_200
狗母魚,0,0.05101689568181877,2.885155441770305,0.552462574894845,26.0,121.56,43_202
狗母魚,0,-0.829792317916344,0.23829482520876946,1.0453765959890486,25.6,121.28,42_202
狗母魚,0,1.152028412679523,-0.5481305501677182,-1.0329928331607383,25.16,122.68,41_204
狗母魚,0,1.260197965226665,-0.6625832932310687,1.3629758363847984,25.64,122.8,42_204
狗母魚,0,-1.9655726196613443,1.319707346543107,-0.9059531370024385,26.32,120.36,43_200
狗母魚,0,0.7425293923224815,-0.8055584465008014,1.441740448002944,24.16,121.68,40_202
狗母魚,0,0.9511421008062567,-1.104530401034643,-0.7331791502271505,24.6,123.24,41_205
狗母魚,0,1.7315081584677883,-1.3089779306019904,1.2435585219959966,23.84,123.08,39_205
狗母魚,0,0.44506312281783894,-0.47907149300878854,0.9869383357562306,25.52,122.12,42_203
狗母魚,0,-1.2277017433576198,1.1292453681176262,-0.8170253496916284,25.4,121.0,42_201
狗母魚,0,-0.9765938535160382,0.2222478812122343,-0.8170253496916284,25.72,121.2,42_202
狗母魚,0,1.1597548092900332,-0.8340167092001003,1.2003650253021743,24.56,122.48,40_204
狗母魚,0,1.04385886013238,-1.282598930549709,1.718686985628038,24.72,122.88,41_204
狗母魚,0,-1.0499946213158848,0.5525598115918219,-1.0126664817754103,25.4,120.56,42_200
狗母魚,0,-1.0152258365685891,0.2676313516006915,-0.7560462955356446,25.04,120.48,41_200
狗母魚,0,1.3992731042158484,-0.681853988210535,0.35936223673422885,25.08,123.36,41_205
狗母魚,0,0.08578568042911462,2.027378501984069,-1.0075848939290784,25.8,121.52,43_202
狗母魚,0,1.0284060669113597,-0.7547982340558967,0.8344907003662707,26.04,122.96,43_204
狗母魚,0,-1.6951487382934867,0.7771493567571722,-0.4511510247557247,26.28,120.48,43_200
狗母魚,0,0.47596870925988044,-0.345004045253451,-1.0329928331607383,24.0,122.28,40_203
狗母魚,0,0.8777413330064107,-1.0313188932746074,0.5829521019728366,25.0,123.04,41_205
狗母魚,0,-0.6752643857061406,0.9126550655624488,-0.8475148767696205,26.0,121.08,43_201
狗母魚,0,-0.06487905347583454,1.9500461291289883,2.033745432100622,25.8,121.44,43_202
狗母魚,0,0.6845814177436556,-0.5739029998029368,0.3136279461172408,25.44,122.88,42_204
狗母魚,0,-1.8998982484720075,1.7339672494824148,1.9702255840214724,25.84,119.8,43_199
狗母魚,0,-1.397682468788844,0.12573278636454652,-1.2946946072468364,24.92,120.16,41_200
狗母魚,0,0.7966141685960532,0.7014177025321963,1.3350271032299728,25.6,121.68,42_202
狗母魚,0,1.3915467076053385,-0.8316236513182012,0.4736979632766989,24.28,123.08,40_205
狗母魚,0,-0.9765938535160382,0.2439829385140088,0.6134416290508287,25.72,120.44,42_200
狗母魚,0,0.9550052991115123,0.019652886674535772,2.38437499349753,25.92,122.32,43_203
狗母魚,0,-0.27349176195960967,1.8069525641043287,1.0047238932183926,26.04,121.48,43_202
狗母魚,0,-1.7646863077880786,1.7376045512263851,-0.009052882124840997,25.8,119.8,43_199
狗母魚,0,-0.7293491619797114,-0.11217160203601244,-0.3927127645229067,25.68,120.84,42_201
狗母魚,0,-1.4440408484519052,0.12819520827615727,-0.06495034843449302,26.4,120.68,43_201
狗母魚,0,0.3253039753549313,1.1871179565375831,1.5408314110064185,26.36,122.0,43_203
狗母魚,0,0.9550052991115123,-1.0340671530978254,1.7009014281658763,25.88,122.28,43_203
狗母魚,0,0.8004773669013089,-1.4559735258603503,1.5891064955465721,24.44,122.52,40_204
狗母魚,0,-0.6945803772324156,-0.09484087284985294,0.13577237149562105,25.16,120.92,41_201
狗母魚,0,-0.7409387568954773,1.5898303049764966,0.07479331733963704,26.32,121.08,43_201
狗母魚,0,1.4842634669314616,-1.4932936929657457,0.4533716118913709,24.24,123.04,40_205
狗母魚,0,0.5686854685860022,-0.9486176067672002,0.3771477941963909,24.96,122.88,41_204
狗母魚,0,1.0206796703008498,-0.5112716094501517,1.871134621017998,25.16,123.2,41_205
狗母魚,0,1.3490515262475324,-1.5393894175813565,-0.5781907209140247,24.2,123.28,40_205
狗母魚,0,0.7386661940172272,-1.5123217692916204,-0.7331791502271505,24.68,123.12,41_205
狗母魚,0,0.9009205228379408,-0.6144733670604831,1.8584306514021682,24.28,122.4,40_204
狗母魚,0,0.9472789025010023,-0.6331085946654631,0.5168914599705209,25.8,123.4,43_205
狗母魚,0,-1.2817865196311908,0.10087485596982221,-0.6264658054541785,25.76,120.72,42_201
狗母魚,0,1.1713444042057974,-0.33310348267279444,0.9361224572929105,25.68,122.88,42_204
狗母魚,0,1.3374619313317668,-1.0787658110676208,0.5905744837423347,24.28,123.04,40_205
狗母魚,0,0.4914215024809005,-1.2031393925545393,-0.5222932546043726,24.16,122.44,40_204
狗母魚,0,0.19395523297625789,-0.5305537396869041,-0.3418968860595867,25.4,121.88,42_203
狗母魚,0,-0.9109194823267015,0.13065343882929706,-0.49688531537271263,25.36,121.16,42_201
狗母魚,0,-1.03840502640012,0.23029364074736833,0.8217867307504407,25.76,120.52,42_200
狗母魚,0,-0.09964783822313039,3.0267764363835963,0.7608076765944567,25.96,121.64,43_202
狗母魚,0,1.3335987330265124,-0.8055584465008014,-0.8780044038476125,25.8,122.84,43_204
狗母魚,0,0.22872401772355375,-0.22390080308429666,-0.19199004459279279,25.4,122.64,42_204
狗母魚,0,0.7077606075751857,-0.9564171402222801,1.1876610556863445,24.92,122.36,41_203
狗母魚,0,0.823656556732839,-0.7167610676141722,0.8802249909832588,25.16,123.16,41_205
狗母魚,0,-0.9263722755477216,0.5985835219412288,2.239549739877068,25.24,121.4,42_202
狗母魚,0,0.3021247855233998,-1.3426440261756387,1.6272184043940625,24.24,122.52,40_204
狗母魚,0,0.9820476872482982,1.4821835956839964,0.3237911218099048,25.6,123.0,42_205
狗母魚,0,0.1475968533131963,0.28649567799083364,0.4609939936608689,23.84,122.16,39_203
狗母魚,0,-0.7177595670639464,-0.01524608155876193,-1.2489603166298484,24.64,120.6,41_200
狗母魚,0,-1.467220038283436,1.412611263249269,-0.8144845557684625,25.68,120.04,42_200
狗母魚,0,-0.8568347060531298,0.4792052511752201,-0.5451603999128666,25.84,121.08,43_201
狗母魚,0,0.4141575363757988,-1.3223503418942306,-0.2199387777476188,25.52,123.08,42_205
狗母魚,0,0.5068742957019206,-0.902684792081312,-0.6874448596101626,25.6,123.36,42_205
狗母魚,0,-1.1427113806420075,0.3501180563993213,-0.4409878490630607,25.6,120.56,42_200
狗母魚,0,-0.4164300992540488,0.18606779669611404,0.3720662063500589,25.24,121.72,42_202
狗母魚,0,-0.8568347060531298,0.9430606117924322,-0.9923401303900824,24.64,119.88,41_199
狗母魚,0,0.6034542533332982,-0.9933824880204828,1.718686985628038,25.24,122.84,42_204
狗母魚,0,-1.3049657094627216,0.7219498951189021,-1.1244614143947143,25.0,119.96,41_199
狗母魚,0,-0.4318828924750689,0.6241142647949722,0.9589896026014045,25.12,121.04,41_201
狗母魚,0,-0.6443587992640997,0.821970602928065,-0.6188434236846807,23.92,119.88,39_199
狗母魚,0,-0.6559483941798647,0.07813091975780317,-1.1066758569325523,25.68,121.04,42_201
狗母魚,0,0.4064311397652887,-0.6372826152047364,2.7197597913554414,26.4,122.68,43_204
狗母魚,0,-0.5516420399379772,-0.09915409686606136,1.6068920530087345,25.12,121.96,41_203
狗母魚,0,1.0709012482691658,-0.7845768169153716,1.1952834374558423,25.32,123.08,42_205
狗母魚,0,1.07476444657442,-1.0095190816089823,0.8675210213674288,25.28,122.96,42_204
狗母魚,0,-0.5361892467169564,0.5368867744513031,-0.7814542347673045,24.08,120.12,40_200
狗母魚,0,0.41029433807054305,-0.5383392577398877,2.2497129155697317,26.4,123.32,43_205
狗母魚,0,-0.5245996518011914,2.0824582408092187,-0.19199004459279279,26.32,121.48,43_202
狗母魚,0,1.5847066228680935,0.06533889545899238,-0.4740181700642186,25.84,122.04,43_203
狗母魚,0,1.294966749973961,-1.5393894175813565,-0.9542282215425925,24.08,123.08,40_205
狗母魚,0,1.5344850448997776,-0.5799163746307586,-0.2910810075962668,24.64,122.68,41_204
狗母魚,0,0.7232134007962058,-0.725621280074643,0.8853065788295907,24.28,122.08,40_203
狗母魚,0,0.06646968890283884,-0.3246627216422804,-0.32665212252059067,25.36,121.64,42_202
狗母魚,0,-1.4015456670940991,0.5635216107172132,0.15863951680411506,25.32,120.24,42_200
狗母魚,0,-1.5599367976095584,0.4830590495961827,-1.436979066944132,25.28,120.24,42_200
狗母魚,0,-0.8800138958846606,0.257543696375684,-1.0507783906229005,24.52,120.24,40_200
狗母魚,0,-1.43245125353614,1.7640018152418164,-0.04462399704916501,25.88,119.8,43_199
狗母魚,0,0.5918646584175323,-0.05798954804903673,1.7745844519376899,23.92,122.28,39_203
狗母魚,0,-1.189069760305069,0.3458921277036432,0.4838611389693629,25.48,121.08,42_201
狗母魚,0,1.3490515262475324,-1.073102234784765,1.2715072551508224,25.96,123.36,43_205
狗母魚,0,-0.7679811450322623,1.535153361118908,-0.6442513629163406,26.2,121.32,43_202
狗母魚,0,0.08578568042911462,1.8620558444564734,1.4773115629272682,26.24,121.76,43_202
狗母魚,0,0.3793887516285029,-0.21919908400611987,-0.5680275452213607,24.16,121.96,40_203
狗母魚,0,-1.2277017433576198,0.4529196096737507,-0.7890766165368024,24.84,120.08,41_200
狗母魚,0,0.4721055109546247,-0.5879733556460055,-1.2032260260128602,25.48,121.84,42_203
狗母魚,0,-0.9650042586002732,0.9451582303184627,-1.0228296574680744,24.56,119.88,40_199
狗母魚,0,2.0135216347514096,-0.7593397789974612,0.6591759196678166,25.68,122.56,42_204
狗母魚,0,-0.49369406535915056,0.2485173538599546,-0.1996124263622908,25.68,121.24,42_202
狗母魚,0,-0.0764686483915989,0.9562943633849563,-0.2859994197499348,23.92,120.08,39_200
狗母魚,0,-0.7293491619797114,0.4646612198878964,-1.2413379348603504,24.32,120.04,40_200
狗母魚,0,-0.4821044704433855,0.257543696375684,0.6134416290508287,24.2,120.32,40_200
狗母魚,0,0.9086469194484508,-1.7490627427235503,-0.4689365822178866,23.84,122.6,39_204
狗母魚,0,-1.7260543247355276,1.7576466450250967,-1.2032260260128602,26.16,119.84,43_199
狗母魚,0,1.3181459398054924,-0.85088007128567,1.1088964440681983,25.12,123.2,41_205
狗母魚,0,-0.7254859636744565,0.5461267938225872,-0.2961625954425988,24.36,120.04,40_200
狗母魚,0,-1.1040793975894565,0.20951328077431702,-0.4028759402155707,25.12,120.24,41_200
狗母魚,0,-0.814339524695324,2.324526183531163,-0.7687502651514746,26.24,121.44,43_202
狗母魚,0,-0.6095900145168038,1.0207030465160045,0.6540943318214847,24.16,120.36,40_200
狗母魚,0,-1.2740601230206807,1.0931226631733992,-0.6112210419151827,24.96,120.24,41_200
狗母魚,0,-0.03397346703379302,2.094172823014868,-0.6035986601456846,26.08,121.6,43_202
狗母魚,0,1.0979436364059516,-0.7985306462518119,2.3945381691901937,24.44,121.84,40_203
狗母魚,0,-0.6752643857061406,0.29199743741131495,-1.0279112453144064,25.76,120.48,42_200
狗母魚,0,-1.3358712959047625,0.8356024722669388,-0.5324564302970366,25.04,119.96,41_199
狗母魚,0,1.1983867923425833,-1.781005500489068,0.4711571693535329,23.92,122.8,39_204
狗母魚,0,-1.3474608908205274,0.17777112167587453,-0.9745545729279205,26.0,120.44,43_200
狗母魚,0,-0.8066131280848139,-0.27991597222873893,-1.1854404685506983,25.4,121.24,42_202
狗母魚,0,-0.7834339382532831,0.5154076638108305,-0.8017805861526325,24.04,120.12,40_200
狗母魚,0,1.2911035516687066,-1.1969675451218964,-0.4689365822178866,24.48,123.4,40_205
狗母魚,0,-0.29280775348588545,2.3979053234233367,1.7212277795512043,26.28,121.6,43_202
狗母魚,0,0.1475968533131963,1.2484352438658608,-0.43336546729356273,25.68,121.4,42_202
狗母魚,0,0.42188393298630883,-0.9564171402222801,-1.0838087116240582,24.2,122.16,40_203
狗母魚,0,-1.6372007637146602,1.2324895444817614,-0.9110347248487705,25.04,119.8,41_199
狗母魚,0,1.2177027838688592,-1.4559735258603503,0.5346770174326829,24.12,122.88,40_204
狗母魚,0,0.42188393298630883,-0.7845768169153716,-0.6417105689931746,26.24,123.04,43_205
狗母魚,0,1.06703804996391,-1.0451127908892899,-0.3418968860595867,24.6,123.4,41_205
狗母魚,0,1.1056700330164615,-0.4257464120376278,-0.7052304170723246,25.84,122.76,43_204
狗母魚,0,-0.822065921305834,-0.13118426276599363,0.3669846185037269,25.68,120.8,42_201
狗母魚,0,-0.8413819128321098,0.10712956518876142,-0.7738318529978065,24.28,120.24,40_200
狗母魚,0,-1.3242817009889973,0.6780696866145381,-1.1778180867812003,24.84,120.04,41_200
狗母魚,0,-0.9804570518212932,0.11335730274471859,0.10274205049446304,26.0,120.72,43_201
狗母魚,0,-0.10737423483364043,2.7525134499144612,0.5448401931253469,26.12,121.52,43_202
狗母魚,0,-0.4009773060330287,0.6388733783498239,-0.16912289928429877,24.04,120.16,40_200
狗母魚,0,-0.08805824330736466,-0.9880434427484184,1.0504581838353806,24.8,122.04,41_203
狗母魚,0,-0.6984435755376707,0.5238506179713488,0.8624394335210968,25.92,121.24,43_202
狗母魚,0,-1.8651294637247118,1.56502671152993,-0.9084939309256045,26.4,120.36,43_200
狗母魚,0,-0.7718443433375181,0.6162391220392273,-0.42320229160089873,26.0,121.2,43_202
狗母魚,0,-0.6984435755376707,0.04202378656747606,-0.5121300789117086,24.84,120.64,41_201
狗母魚,0,-1.1233953891157316,0.410043810218386,-0.6340881872236765,25.16,120.32,41_200
狗母魚,0,-1.2663337264101708,0.5707835247044082,0.43304526050604286,25.28,120.2,42_200
狗母魚,0,0.47596870925988044,-0.7300718540167579,0.9742343661404005,25.76,123.4,42_205
狗母魚,0,-0.5980004196010381,-0.011175970547511087,-1.0990534751630543,25.12,120.84,41_201
狗母魚,0,-0.7448019552007322,0.0908106333510096,-0.13355178435997475,24.24,120.32,40_200
狗母魚,0,0.6884446160489099,0.7724322809209412,0.7277773555932987,25.68,121.76,42_202
狗母魚,0,1.1404388177637574,-1.441311368440024,1.9092465298654884,25.12,122.8,41_204
狗母魚,0,0.7000342109646757,-0.6970221257015302,-0.24026512913294681,25.68,123.28,42_205
狗母魚,0,1.3220091381107466,-1.2186853995136415,-0.26821386228777283,23.84,123.36,39_205
狗母魚,0,1.3451883279422783,-0.6062676057730035,-0.44861023083255874,25.64,122.84,42_204
狗母魚,0,0.9859108855535539,-1.073102234784765,-0.7153935927649886,25.92,122.48,43_204
狗母魚,0,1.2177027838688592,-1.1755714485796014,0.9259592816002465,25.8,122.88,43_204
狗母魚,0,0.653675831301614,-1.2631261397934428,1.3477310728458023,24.6,122.52,41_204
狗母魚,0,-1.2083857518313441,0.8272871856921864,-1.1828996746275322,24.92,119.92,41_199
狗母魚,0,0.9163733160589608,-1.1908219609492487,0.12560919580295704,24.76,122.92,41_204
狗母魚,0,1.0052268770798283,-0.08055579000044595,-0.45369181867889075,25.76,123.2,42_205
狗母魚,0,0.7463925906277372,-1.0176554980664825,-0.8627596403086165,24.52,123.36,40_205
狗母魚,0,1.0554484550481456,-1.3771136839153306,0.16626189857361307,25.24,123.24,42_205
狗母魚,0,0.1051016719553904,0.4945591244396178,-0.5883538966066887,26.32,122.44,43_204
狗母魚,0,0.06260649059758451,0.5923527136885094,-0.6010578662225187,25.72,121.8,42_203
狗母魚,0,-0.9379618704634873,-0.1654476875745301,-0.8932491673866085,24.4,120.28,40_200
狗母魚,0,0.26735600077610394,0.04202378656747606,0.6058192472813306,24.32,122.08,40_203
狗母魚,0,-1.2161121484418542,0.674703227977662,-0.6239250115310125,24.68,120.0,41_200
狗母魚,0,-1.4981256247254766,0.6500588565553777,-1.1854404685506983,25.04,120.0,41_200
狗母魚,0,0.217134422807788,0.47534114157562773,-0.5299156363738706,25.8,121.72,43_202
狗母魚,0,-1.1620273721682832,0.03810107677342206,-1.0558599784692324,26.4,120.88,43_201
狗母魚,0,-0.7332123602849665,1.0702385736203721,-0.7433423259198145,26.16,121.2,43_202
狗母魚,0,0.07419608551334889,0.9986536090436421,0.6058192472813306,25.64,121.4,42_202
狗母魚,0,0.8622885397853906,-1.5910448035728917,0.8649802274442627,24.88,122.96,41_204
狗母魚,0,1.244745172005645,-0.5055368166018354,-0.2453467169792788,25.68,123.08,42_205
狗母魚,0,-0.8877402924951707,0.3040280341399386,-0.3571416495985827,25.0,120.56,41_200
狗母魚,0,0.4373367262073289,-1.154487714988948,-0.14879654789897076,25.16,122.28,41_203
狗母魚,0,-1.2895129162417016,0.3062046888116264,-0.9720137790047545,25.12,120.08,41_200
狗母魚,0,1.0052268770798283,-1.6237761785083922,1.8889201784801604,24.92,123.08,41_205
狗母魚,0,0.9086469194484508,-0.46601850459358607,-0.3342745042900887,26.08,122.96,43_204
狗母魚,0,0.3600727601022271,-0.22233186202691319,-0.8576780524622845,25.32,121.88,42_203
狗母魚,0,-0.814339524695324,0.13678077131825328,-0.11068463905148075,24.76,120.8,41_201
狗母魚,0,-0.018520673812772944,-1.073102234784765,1.3451902789226367,23.96,121.92,39_203
狗母魚,0,0.46824231264936905,-0.42936145798346487,-0.2580506865951088,26.24,123.16,43_205
狗母魚,0,1.3760939143843183,-1.2534873269203424,-0.2631322744414408,24.12,122.84,40_204
狗母魚,0,1.6349282008364108,-1.206235235329054,0.09003808087863303,24.92,123.16,41_205
狗母魚,0,0.7966141685960532,-0.7753486059559586,0.6515535378983187,24.8,122.16,41_203
狗母魚,0,0.7541189872382473,-0.4697359071641611,0.6007376594349987,25.48,123.12,42_205
狗母魚,0,-1.0654474145369057,-0.030268733433138552,-0.5578643695286967,25.2,120.88,42_201
狗母魚,0,-1.807181489145885,1.8003976011167708,-0.011593676048006998,26.24,119.92,43_199
狗母魚,0,1.4572210787946758,-1.4633608059123868,-0.9593098093889245,24.08,122.8,40_204
狗母魚,0,0.9202365143642165,-1.3981974175059841,-0.3469784739059187,24.64,123.04,41_205
狗母魚,0,-1.668106350156701,1.7675643471049147,-0.9694729850815885,26.32,120.04,43_200
